,Reason_1,Reason_2,Reason_3,Reason_4,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
274,1,0,0,0,9,2,1,246,25,16,41,294.217,81,0,0,0,1,0,0,67,170,23,16
275,0,0,0,1,9,3,1,291,31,12,40,294.217,81,0,0,1,1,0,1,73,171,25,3
276,0,0,0,0,9,3,1,231,35,14,39,294.217,81,1,0,2,1,0,2,100,170,35,0
277,0,0,0,0,9,3,1,291,50,12,32,294.217,81,1,0,0,1,0,0,65,169,23,0
278,1,0,0,0,9,4,1,179,51,18,38,294.217,81,0,0,0,1,0,0,89,170,31,8
279,1,0,0,0,9,4,1,246,25,16,41,294.217,81,0,0,0,1,0,0,67,170,23,32
280,0,0,0,1,9,5,1,179,51,18,38,294.217,81,0,0,0,1,0,0,89,170,31,1
281,0,0,0,1,9,6,1,291,31,12,40,294.217,81,0,0,1,1,0,1,73,171,25,4
282,0,0,0,1,9,6,1,260,50,11,36,294.217,81,0,0,4,1,0,0,65,168,23,4
283,0,0,0,1,9,4,4,235,20,13,43,294.217,81,0,0,1,1,0,0,106,167,38,8
284,0,0,0,1,9,5,4,118,13,18,50,294.217,81,0,0,1,1,0,0,98,178,31,1
285,0,0,0,0,9,5,4,235,20,13,43,294.217,81,1,0,1,1,0,0,106,167,38,0
286,0,0,0,1,9,6,4,291,31,12,40,294.217,81,0,0,1,1,0,1,73,171,25,3
287,1,0,0,0,9,2,4,291,31,12,40,294.217,81,0,0,1,1,0,1,73,171,25,40
288,1,0,0,0,9,2,4,179,51,18,38,294.217,81,0,0,0,1,0,0,89,170,31,8
289,0,0,0,1,10,2,4,289,36,13,33,265.017,88,0,0,2,1,0,1,90,172,30,8
290,0,0,0,1,10,2,4,235,11,14,37,265.017,88,0,1,1,0,0,1,88,172,29,4
291,0,0,0,1,10,2,4,289,36,13,33,265.017,88,0,0,2,1,0,1,90,172,30,8
292,0,0,0,1,10,6,4,289,36,13,33,265.017,88,0,0,2,1,0,1,90,172,30,8
293,0,0,0,0,10,6,4,118,13,18,50,265.017,88,1,0,1,1,0,0,98,178,31,0
294,0,0,0,0,10,6,4,248,25,14,47,265.017,88,1,0,2,0,0,1,86,165,32,0
295,1,0,0,0,10,2,4,179,26,9,30,265.017,88,0,1,0,0,0,0,56,171,19,8
296,1,0,0,0,10,2,4,118,10,10,37,265.017,88,0,0,0,0,0,0,83,172,28,3
297,0,0,0,1,10,2,4,369,17,12,31,265.017,88,0,0,3,1,0,0,70,169,25,8
298,0,0,0,1,10,4,4,179,51,18,38,265.017,88,0,0,0,1,0,0,89,170,31,1
299,1,0,0,0,10,4,4,179,26,9,30,265.017,88,0,1,0,0,0,0,56,171,19,64
300,0,0,0,0,10,4,4,235,20,13,43,265.017,88,1,0,1,1,0,0,106,167,38,0
301,0,1,1,0,10,5,4,289,36,13,33,265.017,88,0,0,2,1,0,1,90,172,30,16
302,0,0,0,1,10,6,4,260,50,11,36,265.017,88,0,0,4,1,0,0,65,168,23,3
303,0,0,0,0,10,6,4,235,20,13,43,265.017,88,1,0,1,1,0,0,106,167,38,0
304,0,0,0,1,10,2,4,235,20,13,43,265.017,88,0,0,1,1,0,0,106,167,38,2
305,0,0,0,1,10,2,4,235,20,13,43,265.017,88,0,0,1,1,0,0,106,167,38,2
306,0,0,0,1,10,3,4,118,13,18,50,265.017,88,0,0,1,1,0,0,98,178,31,1
307,0,0,0,1,10,3,4,291,31,12,40,265.017,88,0,0,1,1,0,1,73,171,25,4
308,0,0,0,1,10,5,4,179,26,9,30,265.017,88,0,1,0,0,0,0,56,171,19,16
309,0,0,0,1,10,5,4,118,13,18,50,265.017,88,0,0,1,1,0,0,98,178,31,1
310,1,0,0,0,10,2,4,361,52,3,28,265.017,88,0,0,1,1,0,4,80,172,27,8
311,0,0,0,0,10,3,4,260,50,11,36,265.017,88,1,0,4,1,0,0,65,168,23,0
312,0,0,0,0,10,3,4,291,31,12,40,265.017,88,1,0,1,1,0,1,73,171,25,0
313,0,0,0,0,10,3,4,157,27,6,29,265.017,88,1,0,0,1,1,0,75,185,22,0
314,1,0,0,0,10,4,4,179,26,9,30,265.017,88,0,1,0,0,0,0,56,171,19,5
315,1,0,0,0,10,4,4,179,26,9,30,265.017,88,0,1,0,0,0,0,56,171,19,5
316,0,0,0,1,10,5,4,118,13,18,50,265.017,88,0,0,1,1,0,0,98,178,31,1
317,1,0,0,0,11,2,4,118,10,10,37,284.031,97,0,0,0,0,0,0,83,172,28,8
318,0,0,0,1,11,2,4,248,25,14,47,284.031,97,0,0,2,0,0,1,86,165,32,2
319,1,0,0,0,11,3,4,179,51,18,38,284.031,97,0,0,0,1,0,0,89,170,31,8
320,0,0,0,1,11,6,4,260,50,11,36,284.031,97,0,0,4,1,0,0,65,168,23,3
321,0,0,0,1,11,2,4,291,31,12,40,284.031,97,0,0,1,1,0,1,73,171,25,1
322,1,0,0,0,11,2,4,378,49,11,36,284.031,97,0,0,2,0,1,4,65,174,21,8
323,1,0,0,0,11,2,4,155,12,14,34,284.031,97,0,0,2,1,0,0,95,196,25,120
324,0,0,0,1,11,2,4,235,20,13,43,284.031,97,0,0,1,1,0,0,106,167,38,8
325,0,0,0,0,11,3,4,330,16,4,28,284.031,97,1,1,0,0,0,0,84,182,25,0
326,0,1,1,0,11,4,4,235,11,14,37,284.031,97,0,1,1,0,0,1,88,172,29,1
327,1,0,0,0,11,4,4,118,10,10,37,284.031,97,0,0,0,0,0,0,83,172,28,3
328,0,0,0,1,11,5,4,235,11,14,37,284.031,97,0,1,1,0,0,1,88,172,29,2
329,0,0,0,1,11,5,4,179,51,18,38,284.031,97,0,0,0,1,0,0,89,170,31,3
330,1,0,0,0,11,6,4,246,25,16,41,284.031,97,0,0,0,1,0,0,67,170,23,8
331,1,0,0,0,11,6,4,291,31,12,40,284.031,97,0,0,1,1,0,1,73,171,25,4
332,1,0,0,0,11,2,4,246,25,16,41,284.031,97,0,0,0,1,0,0,67,170,23,8
333,0,0,0,1,11,3,4,179,51,18,38,284.031,97,0,0,0,1,0,0,89,170,31,1
334,1,0,0,0,11,4,4,260,50,11,36,284.031,97,0,0,4,1,0,0,65,168,23,8
335,0,0,0,0,11,6,4,260,50,11,36,284.031,97,0,0,4,1,0,0,65,168,23,8
336,0,0,0,0,11,6,4,378,49,11,36,284.031,97,1,0,2,0,1,4,65,174,21,0
337,0,0,0,0,11,3,4,279,5,14,39,284.031,97,1,0,2,1,1,0,68,168,24,0
338,0,0,0,1,11,5,4,179,51,18,38,284.031,97,0,0,0,1,0,0,89,170,31,1
339,1,0,0,0,12,2,4,225,26,9,28,236.629,93,0,0,1,0,0,2,69,169,24,3
340,0,0,0,1,12,2,4,179,51,18,38,236.629,93,0,0,0,1,0,0,89,170,31,2
341,0,0,0,1,12,2,4,179,51,18,38,236.629,93,0,0,0,1,0,0,89,170,31,1
342,0,0,0,1,12,2,4,235,11,14,37,236.629,93,0,1,1,0,0,1,88,172,29,3
343,0,0,0,1,12,3,4,118,13,18,50,236.629,93,0,0,1,1,0,0,98,178,31,1
344,0,0,0,1,12,6,4,260,50,11,36,236.629,93,0,0,4,1,0,0,65,168,23,4
345,1,0,0,0,12,5,4,246,25,16,41,236.629,93,0,0,0,1,0,0,67,170,23,8
346,0,0,0,1,12,5,4,179,51,18,38,236.629,93,0,0,0,1,0,0,89,170,31,1
347,0,0,0,1,12,6,4,179,51,18,38,236.629,93,0,0,0,1,0,0,89,170,31,1
348,0,0,0,1,12,3,4,179,26,9,30,236.629,93,0,1,0,0,0,0,56,171,19,1
349,0,0,0,1,12,3,4,118,10,10,37,236.629,93,0,0,0,0,0,0,83,172,28,8
350,0,0,0,1,12,5,4,235,11,14,37,236.629,93,0,1,1,0,0,1,88,172,29,2
351,0,0,0,1,12,6,4,179,51,18,38,236.629,93,0,0,0,1,0,0,89,170,31,1
352,1,0,0,0,12,3,2,235,20,13,43,236.629,93,0,0,1,1,0,0,106,167,38,8
353,1,0,0,0,12,3,2,235,11,14,37,236.629,93,0,1,1,0,0,1,88,172,29,4
354,0,0,0,1,12,4,2,260,50,11,36,236.629,93,0,0,4,1,0,0,65,168,23,8
355,0,0,0,1,12,2,2,157,27,6,29,236.629,93,0,0,0,1,1,0,75,185,22,2
356,0,0,0,1,12,2,2,179,51,18,38,236.629,93,0,0,0,1,0,0,89,170,31,3
357,0,1,1,0,12,2,2,289,36,13,33,236.629,93,0,0,2,1,0,1,90,172,30,8
358,0,0,0,1,1,4,2,225,26,9,28,330.061,100,0,0,1,0,0,2,69,169,24,5
359,0,1,1,0,1,2,2,118,10,10,37,330.061,100,0,0,0,0,0,0,83,172,28,32
360,0,0,0,1,1,2,2,155,12,14,34,330.061,100,0,0,2,1,0,0,95,196,25,2
361,1,0,0,0,1,3,2,235,11,14,37,330.061,100,0,1,1,0,0,1,88,172,29,1
362,0,0,0,1,1,3,2,155,12,14,34,330.061,100,0,0,2,1,0,0,95,196,25,4
363,0,0,0,1,1,2,2,289,36,13,33,330.061,100,0,0,2,1,0,1,90,172,30,8
364,1,0,0,0,1,4,2,291,31,12,40,330.061,100,0,0,1,1,0,1,73,171,25,8
365,0,0,0,1,1,2,2,235,20,13,43,330.061,100,0,0,1,1,0,0,106,167,38,8
366,0,0,0,1,1,2,2,118,13,18,50,330.061,100,0,0,1,1,0,0,98,178,31,4
367,0,0,0,1,1,4,2,179,51,18,38,330.061,100,0,0,0,1,0,0,89,170,31,1
368,0,0,0,1,1,6,2,179,51,18,38,330.061,100,0,0,0,1,0,0,89,170,31,1
369,0,0,0,1,2,3,2,118,10,10,37,251.818,96,0,0,0,0,0,0,83,172,28,2
370,0,0,0,1,2,4,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,3
371,1,0,0,0,2,4,2,225,26,9,28,251.818,96,0,0,1,0,0,2,69,169,24,1
372,0,0,0,1,2,6,2,289,36,13,33,251.818,96,0,0,2,1,0,1,90,172,30,3
373,0,0,0,1,2,6,2,260,50,11,36,251.818,96,0,0,4,1,0,0,65,168,23,3
374,0,0,0,1,2,6,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,3
375,0,0,0,1,2,2,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,2
376,0,0,0,1,2,4,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,3
377,1,0,0,0,2,5,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,8
378,0,0,0,1,2,5,2,246,25,16,41,251.818,96,0,0,0,1,0,0,67,170,23,8
379,0,0,0,1,2,6,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,3
380,0,0,0,1,2,2,2,189,29,13,33,251.818,96,0,0,2,0,0,2,69,167,25,8
381,0,0,0,1,2,2,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,3
382,0,0,0,1,2,3,2,246,25,16,41,251.818,96,0,0,0,1,0,0,67,170,23,2
383,0,0,0,1,2,3,2,291,31,12,40,251.818,96,0,0,1,1,0,1,73,171,25,2
384,1,0,0,0,2,4,2,157,27,6,29,251.818,96,0,0,0,1,1,0,75,185,22,16
385,0,0,0,1,2,4,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,3
386,0,0,0,1,2,6,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,3
387,1,0,0,0,2,6,2,246,25,16,41,251.818,96,0,0,0,1,0,0,67,170,23,24
388,0,0,0,1,2,4,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,3
389,0,0,0,1,2,6,2,179,51,18,38,251.818,96,0,0,0,1,0,0,89,170,31,3
390,0,1,1,0,3,3,2,118,10,10,37,244.387,98,0,0,0,0,0,0,83,172,28,8
391,0,1,1,0,3,4,2,246,25,16,41,244.387,98,0,0,0,1,0,0,67,170,23,16
392,0,0,0,1,3,6,2,246,25,16,41,244.387,98,0,0,0,1,0,0,67,170,23,2
393,0,0,0,1,3,6,2,260,50,11,36,244.387,98,0,0,4,1,0,0,65,168,23,4
394,0,0,0,1,3,2,2,179,51,18,38,244.387,98,0,0,0,1,0,0,89,170,31,2
395,0,0,0,1,3,2,2,235,11,14,37,244.387,98,0,1,1,0,0,1,88,172,29,8
396,0,0,0,1,3,3,2,179,22,17,40,244.387,98,0,1,2,0,1,0,63,170,22,8
397,0,0,0,1,3,3,2,378,49,11,36,244.387,98,0,0,2,0,1,4,65,174,21,8
398,0,0,0,1,3,2,2,179,51,18,38,244.387,98,0,0,0,1,0,0,89,170,31,16
399,0,0,0,1,3,4,2,361,52,3,28,244.387,98,0,0,1,1,0,4,80,172,27,8
400,0,0,0,0,3,4,2,369,17,12,31,244.387,98,1,0,3,1,0,0,70,169,25,0
401,0,1,1,0,3,5,2,235,11,14,37,244.387,98,0,1,1,0,0,1,88,172,29,8
402,0,0,0,1,3,6,3,118,13,18,50,244.387,98,0,0,1,1,0,0,98,178,31,2
403,1,0,0,0,3,3,3,118,13,18,50,244.387,98,0,0,1,1,0,0,98,178,31,3
404,1,0,0,0,3,4,3,118,13,18,50,244.387,98,0,0,1,1,0,0,98,178,31,8
405,0,0,0,0,3,5,3,235,11,14,37,244.387,98,1,1,1,0,0,1,88,172,29,0
406,0,0,0,0,3,5,3,246,25,16,41,244.387,98,1,0,0,1,0,0,67,170,23,0
407,0,0,0,0,3,5,3,118,13,18,50,244.387,98,1,0,1,1,0,0,98,178,31,0
408,0,0,0,1,3,6,3,179,51,18,38,244.387,98,0,0,0,1,0,0,89,170,31,8
409,0,0,0,1,3,6,3,289,36,13,33,244.387,98,0,0,2,1,0,1,90,172,30,8
410,0,1,1,0,3,2,3,260,50,11,36,244.387,98,0,0,4,1,0,0,65,168,23,8
411,0,0,0,1,3,3,3,246,25,16,41,244.387,98,0,0,0,1,0,0,67,170,23,2
412,0,0,0,1,4,4,3,179,51,18,38,239.409,98,0,0,0,1,0,0,89,170,31,4
413,0,0,0,1,4,6,3,260,50,11,36,239.409,98,0,0,4,1,0,0,65,168,23,3
414,0,0,0,1,4,6,3,330,16,4,28,239.409,98,0,1,0,0,0,0,84,182,25,4
415,0,0,0,1,4,2,3,369,17,12,31,239.409,98,0,0,3,1,0,0,70,169,25,4
416,0,0,0,1,4,2,3,248,25,14,47,239.409,98,0,0,2,0,0,1,86,165,32,4
417,0,0,0,1,4,4,3,330,16,4,28,239.409,98,0,1,0,0,0,0,84,182,25,8
418,0,0,0,1,4,4,3,179,51,18,38,239.409,98,0,0,0,1,0,0,89,170,31,8
419,0,0,0,1,4,2,3,118,13,18,50,239.409,98,0,0,1,1,0,0,98,178,31,1
420,1,0,0,0,4,4,3,118,13,18,50,239.409,98,0,0,1,1,0,0,98,178,31,120
421,0,0,0,1,4,6,3,300,26,13,43,239.409,98,0,0,2,1,1,1,77,175,25,8
422,0,0,0,1,4,6,3,260,50,11,36,239.409,98,0,0,4,1,0,0,65,168,23,4
423,0,0,0,1,4,2,3,179,51,18,38,239.409,98,0,0,0,1,0,0,89,170,31,4
424,1,0,0,0,4,4,3,118,10,10,37,239.409,98,0,0,0,0,0,0,83,172,28,2
425,1,0,0,0,5,2,3,235,20,13,43,246.074,99,0,0,1,1,0,0,106,167,38,16
426,0,0,0,1,5,4,3,248,25,14,47,246.074,99,0,0,2,0,0,1,86,165,32,2
427,1,0,0,0,5,2,3,369,17,12,31,246.074,99,0,0,3,1,0,0,70,169,25,8
428,0,0,0,1,5,4,3,179,26,9,30,246.074,99,0,1,0,0,0,0,56,171,19,3
429,0,0,0,1,5,4,3,179,51,18,38,246.074,99,0,0,0,1,0,0,89,170,31,4
430,0,0,0,1,5,5,3,361,52,3,28,246.074,99,0,0,1,1,0,4,80,172,27,1
431,0,0,0,1,5,6,3,260,50,11,36,246.074,99,0,0,4,1,0,0,65,168,23,3
432,1,0,0,0,5,2,3,179,22,17,40,246.074,99,0,1,2,0,1,0,63,170,22,2
433,1,0,0,0,5,2,3,179,22,17,40,246.074,99,0,1,2,0,1,0,63,170,22,3
434,0,1,1,0,5,4,3,228,14,16,58,246.074,99,0,0,2,0,0,1,65,172,22,8
435,0,0,0,1,5,4,3,225,26,9,28,246.074,99,0,0,1,0,0,2,69,169,24,3
436,1,0,0,0,5,6,3,330,16,4,28,246.074,99,0,1,0,0,0,0,84,182,25,8
437,0,0,0,1,5,2,3,179,26,9,30,246.074,99,0,1,0,0,0,0,56,171,19,2
438,0,0,0,1,5,2,3,118,10,10,37,246.074,99,0,0,0,0,0,0,83,172,28,1
439,1,0,0,0,5,2,3,235,11,14,37,246.074,99,0,1,1,0,0,1,88,172,29,8
440,0,0,0,1,5,4,3,179,26,9,30,246.074,99,0,1,0,0,0,0,56,171,19,3
441,0,0,0,1,6,2,3,118,10,10,37,253.957,95,0,0,0,0,0,0,83,172,28,3
442,0,0,0,1,6,2,3,179,51,18,38,253.957,95,0,0,0,1,0,0,89,170,31,3
443,0,0,0,1,6,3,3,118,10,10,37,253.957,95,0,0,0,0,0,0,83,172,28,2
444,0,0,0,1,6,5,3,225,26,9,28,253.957,95,0,0,1,0,0,2,69,169,24,4
445,0,0,0,1,6,6,3,260,50,11,36,253.957,95,0,0,4,1,0,0,65,168,23,4
446,0,0,0,0,6,6,3,179,51,18,38,253.957,95,1,0,0,1,0,0,89,170,31,0
447,1,0,0,0,6,2,3,291,31,12,40,253.957,95,0,0,1,1,0,1,73,171,25,40
448,0,0,0,1,6,2,3,179,51,18,38,253.957,95,0,0,0,1,0,0,89,170,31,24
449,0,0,0,1,6,3,3,246,25,16,41,253.957,95,0,0,0,1,0,0,67,170,23,3
450,0,0,0,1,6,2,3,179,51,18,38,253.957,95,0,0,0,1,0,0,89,170,31,4
451,0,0,0,1,6,3,3,235,20,13,43,253.957,95,0,0,1,1,0,0,106,167,38,8
452,0,0,0,1,6,2,1,179,51,18,38,253.957,95,0,0,0,1,0,0,89,170,31,2
453,0,0,0,1,6,4,1,225,26,9,28,253.957,95,0,0,1,0,0,2,69,169,24,2
454,0,0,0,1,6,4,1,118,13,18,50,253.957,95,0,0,1,1,0,0,98,178,31,2
455,1,0,0,0,6,4,1,179,51,18,38,253.957,95,0,0,0,1,0,0,89,170,31,8
456,0,1,1,0,6,4,1,179,26,9,30,253.957,95,0,1,0,0,0,0,56,171,19,2
457,0,0,0,1,6,6,1,246,25,16,41,253.957,95,0,0,0,1,0,0,67,170,23,2
458,1,0,0,0,6,3,1,330,16,4,28,253.957,95,0,1,0,0,0,0,84,182,25,1
459,1,0,0,0,6,3,1,235,11,14,37,253.957,95,0,1,1,0,0,1,88,172,29,8
460,0,0,0,1,7,5,1,179,26,9,30,230.29,92,0,1,0,0,0,0,56,171,19,2
461,0,0,0,1,7,5,1,225,26,9,28,230.29,92,0,0,1,0,0,2,69,169,24,4
462,1,0,0,0,7,6,1,260,50,11,36,230.29,92,0,0,4,1,0,0,65,168,23,8
463,1,0,0,0,7,2,1,268,11,8,33,230.29,92,0,1,0,0,0,0,79,178,25,8
464,0,0,0,1,7,6,1,330,16,4,28,230.29,92,0,1,0,0,0,0,84,182,25,8
465,0,0,0,1,7,6,1,118,10,10,37,230.29,92,0,0,0,0,0,0,83,172,28,8
466,0,0,0,1,7,2,1,260,50,11,36,230.29,92,0,0,4,1,0,0,65,168,23,4
467,0,0,0,1,7,3,1,118,10,10,37,230.29,92,0,0,0,0,0,0,83,172,28,8
468,0,0,0,0,7,2,1,300,26,13,43,230.29,92,0,0,2,1,1,1,77,175,25,8
469,0,0,0,1,7,2,1,235,29,12,48,230.29,92,0,0,1,0,1,5,88,163,33,1
470,0,0,0,1,7,3,1,246,25,16,41,230.29,92,0,0,0,1,0,0,67,170,23,2
471,1,0,0,0,7,3,1,225,26,9,28,230.29,92,0,0,1,0,0,2,69,169,24,112
472,0,0,0,1,7,3,1,179,51,18,38,230.29,92,0,0,0,1,0,0,89,170,31,1
473,0,0,0,1,7,6,1,118,13,18,50,230.29,92,0,0,1,1,0,0,98,178,31,1
474,0,0,0,1,7,6,1,361,52,3,28,230.29,92,0,0,1,1,0,4,80,172,27,8
475,0,0,0,1,7,2,1,289,36,13,33,230.29,92,0,0,2,1,0,1,90,172,30,8
476,0,0,0,1,7,2,1,235,20,13,43,230.29,92,0,0,1,1,0,0,106,167,38,8
477,0,0,0,1,7,3,1,246,25,16,41,230.29,92,0,0,0,1,0,0,67,170,23,2
478,0,0,0,1,7,5,1,291,31,12,40,230.29,92,0,0,1,1,0,1,73,171,25,1
479,0,0,0,1,7,5,1,279,5,14,39,230.29,92,0,0,2,1,1,0,68,168,24,2
480,0,0,0,1,8,5,1,179,51,18,38,249.797,93,0,0,0,1,0,0,89,170,31,4
481,0,0,0,1,8,2,1,179,22,17,40,249.797,93,0,1,2,0,1,0,63,170,22,1
482,0,0,0,1,8,3,1,246,25,16,41,249.797,93,0,0,0,1,0,0,67,170,23,4
483,0,0,0,1,8,3,1,118,10,10,37,249.797,93,0,0,0,0,0,0,83,172,28,4
484,0,0,0,1,8,3,1,289,36,13,33,249.797,93,0,0,2,1,0,1,90,172,30,8
485,0,0,0,1,8,3,1,235,20,13,43,249.797,93,0,0,1,1,0,0,106,167,38,8
486,0,0,0,1,8,5,1,291,31,12,40,249.797,93,0,0,1,1,0,1,73,171,25,4
487,0,0,0,1,8,2,1,179,51,18,38,249.797,93,0,0,0,1,0,0,89,170,31,4
488,0,0,0,1,8,3,1,179,22,17,40,249.797,93,0,1,2,0,1,0,63,170,22,8
489,0,0,0,1,8,5,1,330,16,4,28,249.797,93,0,1,0,0,0,0,84,182,25,16
490,0,0,0,1,8,3,1,235,11,14,37,249.797,93,0,1,1,0,0,1,88,172,29,4
491,0,0,0,1,8,3,1,246,25,16,41,249.797,93,0,0,0,1,0,0,67,170,23,1
492,0,0,0,1,8,3,1,118,10,10,37,249.797,93,0,0,0,0,0,0,83,172,28,5
493,0,0,0,1,8,5,1,291,31,12,40,249.797,93,0,0,1,1,0,1,73,171,25,2
494,0,0,0,1,8,2,1,260,50,11,36,249.797,93,0,0,4,1,0,0,65,168,23,3
495,0,0,0,1,9,3,1,246,25,16,41,261.756,87,0,0,0,1,0,0,67,170,23,1
496,0,0,0,1,9,3,1,246,25,16,41,261.756,87,0,0,0,1,0,0,67,170,23,1
497,0,0,0,1,9,3,1,118,10,10,37,261.756,87,0,0,0,0,0,0,83,172,28,3
498,0,0,0,1,9,3,1,155,12,14,34,261.756,87,0,0,2,1,0,0,95,196,25,2
499,0,0,0,1,9,5,1,291,31,12,40,261.756,87,0,0,1,1,0,1,73,171,25,2
500,0,0,0,1,9,6,1,179,26,9,30,261.756,87,0,1,0,0,0,0,56,171,19,8
501,0,0,0,1,9,6,1,248,25,14,47,261.756,87,0,0,2,0,0,1,86,165,32,1
502,0,0,0,1,9,2,1,179,51,18,38,261.756,87,0,0,0,1,0,0,89,170,31,4
503,0,0,0,1,9,4,1,225,26,9,28,261.756,87,0,0,1,0,0,2,69,169,24,1
504,0,0,0,1,9,2,1,179,26,9,30,261.756,87,0,1,0,0,0,0,56,171,19,2
505,0,0,0,1,9,3,4,369,17,12,31,261.756,87,0,0,3,1,0,0,70,169,25,8
506,0,0,0,1,9,3,4,361,52,3,28,261.756,87,0,0,1,1,0,4,80,172,27,8
507,1,0,0,0,10,5,4,289,48,29,49,284.853,91,0,0,0,0,0,2,108,172,36,1
508,1,0,0,0,10,5,4,235,16,8,32,284.853,91,0,1,0,0,0,0,75,178,25,3
509,0,0,0,1,10,6,4,246,25,16,41,284.853,91,0,0,0,1,0,0,67,170,23,8
510,1,0,0,0,10,4,4,289,48,29,49,284.853,91,0,0,0,0,0,2,108,172,36,3
511,0,0,0,1,10,4,4,291,31,12,40,284.853,91,0,0,1,1,0,1,73,171,25,2
512,0,0,0,1,10,3,4,118,10,10,37,284.853,91,0,0,0,0,0,0,83,172,28,2
513,0,0,0,1,10,5,4,289,48,29,49,284.853,91,0,0,0,0,0,2,108,172,36,2
514,0,0,0,1,10,6,4,291,31,12,40,284.853,91,0,0,1,1,0,1,73,171,25,1
515,0,0,0,1,10,3,4,225,26,9,28,284.853,91,0,0,1,0,0,2,69,169,24,2
516,0,0,0,1,10,3,4,369,17,12,31,284.853,91,0,0,3,1,0,0,70,169,25,8
517,0,0,0,1,10,3,4,369,17,12,31,284.853,91,0,0,3,1,0,0,70,169,25,3
518,0,0,0,1,10,3,4,225,26,9,28,284.853,91,0,0,1,0,0,2,69,169,24,4
519,0,0,0,1,10,3,4,369,17,12,31,284.853,91,0,0,3,1,0,0,70,169,25,8
520,0,0,0,1,10,4,4,179,51,18,38,284.853,91,0,0,0,1,0,0,89,170,31,3
521,1,0,0,0,10,4,4,228,14,16,58,284.853,91,0,0,2,0,0,1,65,172,22,1
522,0,0,0,1,10,4,4,291,31,12,40,284.853,91,0,0,1,1,0,1,73,171,25,1
523,1,0,0,0,10,5,4,369,17,12,31,284.853,91,0,0,3,1,0,0,70,169,25,8
524,1,0,0,0,10,5,4,225,26,9,28,284.853,91,0,0,1,0,0,2,69,169,24,1
525,1,0,0,0,10,6,4,369,17,12,31,284.853,91,0,0,3,1,0,0,70,169,25,8
526,1,0,0,0,10,6,4,225,26,9,28,284.853,91,0,0,1,0,0,2,69,169,24,3
527,0,0,0,1,10,2,4,189,29,13,33,284.853,91,0,0,2,0,0,2,69,167,25,8
528,1,0,0,0,10,2,4,235,16,8,32,284.853,91,0,1,0,0,0,0,75,178,25,8
529,1,0,0,0,10,2,4,248,25,14,47,284.853,91,0,0,2,0,0,1,86,165,32,8
530,0,0,0,0,10,2,4,225,26,9,28,284.853,91,1,0,1,0,0,2,69,169,24,0
531,1,0,0,0,10,3,4,225,26,9,28,284.853,91,0,0,1,0,0,2,69,169,24,3
532,0,1,1,0,11,3,4,179,51,18,38,268.519,93,0,0,0,1,0,0,89,170,31,1
533,0,0,0,1,11,4,4,118,10,10,37,268.519,93,0,0,0,0,0,0,83,172,28,3
534,1,0,0,0,11,4,4,330,16,4,28,268.519,93,0,1,0,0,0,0,84,182,25,24
535,0,0,0,1,11,6,4,179,51,18,38,268.519,93,0,0,0,1,0,0,89,170,31,1
536,1,0,0,0,11,3,4,118,10,10,37,268.519,93,0,0,0,0,0,0,83,172,28,8
537,0,0,0,1,11,4,4,289,36,13,33,268.519,93,0,0,2,1,0,1,90,172,30,8
538,1,0,0,0,11,6,4,235,16,8,32,268.519,93,0,1,0,0,0,0,75,178,25,8
539,0,0,0,1,11,6,4,225,26,9,28,268.519,93,0,0,1,0,0,2,69,169,24,4
540,0,0,0,1,11,3,4,361,52,3,28,268.519,93,0,0,1,1,0,4,80,172,27,8
541,0,0,0,1,11,4,4,291,31,12,40,268.519,93,0,0,1,1,0,1,73,171,25,2
542,1,0,0,0,11,5,4,118,10,10,37,268.519,93,0,0,0,0,0,0,83,172,28,2
543,1,0,0,0,11,5,4,225,26,9,28,268.519,93,0,0,1,0,0,2,69,169,24,3
544,0,0,0,1,11,2,4,179,51,18,38,268.519,93,0,0,0,1,0,0,89,170,31,1
545,0,0,0,1,11,2,4,118,10,10,37,268.519,93,0,0,0,0,0,0,83,172,28,8
546,1,0,0,0,11,3,4,118,10,10,37,268.519,93,0,0,0,0,0,0,83,172,28,8
547,0,0,0,1,11,3,4,225,26,9,28,268.519,93,0,0,1,0,0,2,69,169,24,2
548,0,0,0,0,11,3,4,291,31,12,40,268.519,93,1,0,1,1,0,1,73,171,25,0
549,0,0,0,0,11,4,4,289,36,13,33,268.519,93,1,0,2,1,0,1,90,172,30,0
550,1,0,0,0,11,5,4,248,25,14,47,268.519,93,0,0,2,0,0,1,86,165,32,4
